,내용,날짜,별점,재구매,한달사용기,종류
90,재구매두줄모 쓰면 다른칫솔 못쓰겠어요~개운해요,22.05.06.,5,재구매,0,선택: B_치과칫솔 / 종류: B-8 두줄 강한모(와타나베) / 수량: 10개 실속패키지
91,"얼마전 교정 시작한 딸인데 첨에 치과에서 받은거 사용하다가 벌어져서 ""엄마 이제 적응해서 일반 칫솔로 해도 될것 같아요""하더군요 오케 했는데 해보니 넘 불편하다고 교정 칫솔로 해야할것같다고 ㅠ ㅠ그전 칫솔을 버려버려서 그날 저녁 급히 주문했는데..담날 오전에 배송완료!!

아이가 사용해보더니 ""엄마 치과에서 준것 보다 훨씬 편해요!!""하네요 뿌듯합니다!!!담에 또 주문할게요~~",22.04.10.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
92,한달사용기잘 사용하고있어요~ 모도 부드럽습니다!,22.05.06.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
93,"교정 하면서 사용했던 치과전용칫솔
이젠 이거아니면 불편해요",22.05.06.,5,0,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
94,"떨어지면 새로 항상 구매하는 상품입니다.
교정기간 내내 이 제품을 사용하고 있어요.
일반모는 너무 자극이 쎄서 한번 구매 후 그 후에는 미세모만 구매하고 있어요.",22.04.24.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
95,"교정초기에는 치과에서 칫솔 주더니 구입하라고 하더라국요 개당 3천원씩이어서 안샀는데, 저렴하게 구입해서 좋네요.",22.05.01.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
96,잘받았어요. 어금니가 잘닦여서 좋아요. 뾰족한것과 같이쓰면 금상첨화!,22.05.02.,5,0,0,선택: D_어금니칫솔 / 종류: D-4 컴팩트 라운드 스파이럴모 / 수량: 12개 개별 박스포장
97,"재구매배송 빠르고 잘못왔는데 교환도 빨리 해줬어요
다쓰고 재구매 할께요",22.05.06.,5,재구매,0,선택: B_치과칫솔 / 종류: B-4 슬림 미세모(부드러움) / 수량: 12개 실속패키지
98,"교정하는 아이가 아주 잘 쓰고있습니다
또 구매하러 오겠습니다",22.05.06.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
99,기존에 훨씬 더 비싼 다른 브랜드 제품 사용했었는데 아무래도 L자형 치간칫솔은 어금니쪽에 주로 사용하다보니 부러지기가 쉽더라구요. 내구성이 약한데 반해 금액이 꽤 돼서 다른 제품 찾아보다가 이 제품 발견했어요. 리필형이라서 가격도 훨씬 합리적이고 국내에서 만든 제품이라 믿고 구매해봤어요. 결론은 만족! 3S라 기존 사용하던것보다 살짝 작았는데 사용하기에는 불편함이 없었습니다. 다 사용하면 또 구매하러 올게요.,22.03.31.,5,0,0,선택: F_치간칫솔 / 종류: F-4.리필형 치간칫솔 B세트 100p / 수량: 3S
100,"저렴히 잘 쓰는 칫솔이네요
종류가 다양해서 목적에 맞게
구매해서 쓰고있네요~",22.04.30.,5,0,0,선택: B_치과칫솔 / 종류: B-4 슬림 미세모(부드러움) / 수량: 12개 실속패키지
101,저렴한 가격에 좋음 품질 칫솔 잘 산거 같아요...좋아용...,22.05.03.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
102,한달사용기칫솔을 대량으로 구매해놓으니 맘이 편해요,22.05.08.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
103,"좋아요 ?? 
혀클리너  특히좋네요",22.05.09.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 12개 실속패키지
104,"항상 사용하던 치과전용칫솔 믿고
만족해서 재구매해요",22.05.06.,5,0,0,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 2S(보편적인)
105,좋아요 매번씁니다 조금 더 부드러우면 좋겠는데 그럼 잘 휠거같긴해요 만족합니다,22.04.28.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
106,"한달사용기부드러운 모는 그나마 나은데, 뻣뻣한 모는 한두번만 사용해도 칫솔모가 한 두개씩 빠져요 ㅠ
교정하고 있어서 빠진 칫솔모가 교정기에 끼는데 불편합니다,,,,,
마트에서 구매해서 사용했던 이전의 일반 칫솔들과는 다르게 부드러운 모도 모양 변형이 되게 빠른 편이구요 ㅠㅠ 아쉬운 점들이 좀 있네요",22.04.12.,3,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
107,"부드러운 모인데 엄청 부드럽다는 아니로 
그럭저럭 쓸만해요 !",22.05.06.,4,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
108,"계속 사용하고 싶어요.
배송도 품질도 굿입니다.
서비스도 최고. 혀크리너 살살하니 개운개운",22.04.28.,5,0,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
109,"재구매또샀어요
에터미꺼를 기존에 사용했는ㄷ 너무 비싸서 
여기꺼썼는데 별반 다르지않더라구요 추천합니다",22.04.26.,5,재구매,0,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 2S(보편적인)
110,한번에 싸게 여러개를 살 수 있어서 너무 좋아요,22.04.30.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
111,배송와서 바로 써봤는데 닦을때는 이게 잘 닦이는건가 싶다가 닦고나니 너무 맨질맨질 개운합니다!,22.04.30.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
112,칫솔 교정용이랑 일반 샀는데 부드럽고 좋네요 잘쓸게요 ~,22.05.07.,5,0,0,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
113,칫솔 교정용이랑 일반 샀는데 부드럽고 좋네요 잘쓸게요 ~,22.05.07.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
114,"상품 잘받았습니다 
저번에 쓰던 제품에 불량이 많아 
이 칫솔로 바꿨는데 디자인도 예쁘고 
무엇보다 솔이 부드럽고 좋아요!",22.04.09.,5,0,0,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
115,한달사용기교정용과 일반칫솔 구매하여 잘 사용하고 있습니다.,22.05.06.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 12개 실속패키지
116,교정 중인데 칫솔모가 원래 쓰던 것보다 살짝 크지만 부드럽게 닦여서 좋아요~ 어금니 칫솔도 빡빡한 게 금방 망가지지 않아서 좋네요,22.04.22.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
117,"한달사용기부드러운 모는 그나마 나은데, 뻣뻣한 모는 한두번만 사용해도 칫솔모가 한 두개씩 빠져요 ㅠ
교정하고 있어서 빠진 칫솔모가 교정기에 끼는데 불편합니다,,,,,
마트에서 구매해서 사용했던 이전의 일반 칫솔들과는 다르게 부드러운 모도 모양 변형이 되게 빠른 편이구요 ㅠㅠ 아쉬운 점들이 좀 있네요",22.04.12.,3,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
118,아이가 교정중인데 색이 예쁘다고 좋아해요~ 잘 사용할것 같아요,22.04.30.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
119,한달사용기재구매좋아요~ 다음에는 어금니칫솔도 구매하려구요,22.05.03.,5,재구매,한달사용기,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
120,"교정하는 아들의 칫솔로 샀어요.
잘 사용하고있어요",22.04.25.,4,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
121,"재구매입니다.배송빠르고 가격도 저렴해요.
무엇보다 치과납품회사라는 점이 마음에 듭니다.",22.04.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
122,"재구매칫솔은 여기서만 구입해요
배송도 빨라서 좋아요",22.05.06.,5,재구매,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
123,일단 배송은 빠르고 아직 사용전이라 칫솔모가 빠지지 않는 제품이였으면 하는 바램뿐입니다,22.04.30.,4,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
124,"강한모가 좀 단단허네요
사은품 감사합니다",22.05.07.,5,0,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
125,잘쓰겠습니다 포장이 예쁘네요,22.05.09.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
126,한달사용기평소에 닦기 힘들던 부분도 잘 닦여서 좋아요~~,22.05.07.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
127,한번써보려고합니다. 사장님께서 잘 응대해주셨어요,22.04.30.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
128,한달사용기칫솔모도 잘 안빠지고 좋아요 근데 칫솔대가 다른거보다 좀 길어서 케이스수납이 안돼여ㅠ,22.04.25.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
129,"교정 시작해서 구매해봤어요.
부담없이 자주 바꿔주면 좋을것 같아요.",22.04.22.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
130,한달사용기적당히 부드럽고 양도 많아 온가족이 쓰고 있어요 계속 구매할 예정입니다,22.05.02.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
131,아직 사용전인데 색이 너무 고와요~~,22.05.09.,4,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
132,와 신세계네요 아기 양치할때도 사용하니 너무 편해요,22.05.01.,5,0,0,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
133,어금니 안쪽은 일반칫솔로는 아무리 잘 닦아도 조금은 부족함이 남는 느낌이더라구요. 어금니 칫솔을 따로 사용하는 가족이 한번 사용해보라고 추천해줬는데 저도 사용해보니 정말 개운하고 좋아요. 치과에서 구매하려니 한개에 3천원 달라고 하시던데 ㅎㅎㅎ 여기에서 구매하니깐 거의 1/3 가격에 구매할 수 있어서 만족! 칫솔이니만큼 12개라도 금방 다 사용하겠네요. 담에 또 구매하러 오겠습니다.,22.03.31.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 12개 실속패키지
134,좋아요 다음에도 주문할게요,22.05.06.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
135,좋아요 다음에도 주문할게요,22.05.06.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
136,한달사용기재구매교정중이라 금방 교체해줘야하네요,22.05.08.,5,재구매,한달사용기,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
137,"두번째구입입니다^^ 구석구석 잘닦여요. 저번꺼보자 좀 솔이 작아진거같기도하고
구석구석잘닦이겠죵",22.04.18.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
138,"처음 구매하는데 생각보다 좋아서 
아이가 교정하는동안 계속 구매할것 같아요",22.05.02.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
139,한달사용기재구매교정하고 난 뒤에는 매일 이용중이에요!,22.05.07.,5,재구매,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
140,한달사용기가격대비 양도 많고 쓰기 편해요,22.05.08.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-3 리필형 치간칫솔 A세트 50p / 수량: 3S
141,"한달사용기극세모라 온식구들 만족도가 높아요
색깔도 파스텔톤이라 너무이쁘구요
각각 개별 케이스가 있어 여행갈때
유용했어요",22.04.28.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-4 슬림 미세모(부드러움) / 수량: 12개 실속패키지
142,"한달사용기항상 쓰는 제품이에요
이것 쓰다가 다른 칫솔쓰면 이 아파요ㅠㅠ
또 사러 올게요~",22.04.28.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-7 초미세모 (매우 부드러움) / 수량: 12개 실속패키지
143,한달사용기어금니에 딱 맞아서 닦기편해요,22.05.08.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 12개 실속패키지
144,한달사용기좋아요 잘 쓰고있어요,22.05.07.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
145,일반모 샀는데 저한테는 좀 아프네요..ㅠ 다음에는 부드러운용으로 사야겠어요,22.04.28.,3,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
146,"딸램 교정 시작해서 구매
구석구석 깔끔하게 잘 닦여요ㅎ",22.05.05.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
147,송장 누락문제가 있었는데 빠른 대처로 상품 잘 받았어요ㅎ,22.04.20.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
148,두번째 구매합니다^^이번에 구매한 치간칫솔은 칫솔모가 전에 구매한 것 보다 조금 더 사용하기 좋은거 같아요^^치간사이  칫솔질하기 편해요^^,22.04.22.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
149,한달사용기음.. 저렴한 가격인만큼 칫솔모가 고급스럽진않지만 그냥 막쓰긴 괜춘,22.05.02.,4,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
150,간편하고 좋아요! 근데 일반 치실이랑 다른 건 잘 모르겠어요~~~~,22.04.30.,4,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
151,고양이 칫솔로 샀는데 부드럽네요. 잘 쓰겠습니다,22.04.30.,5,0,0,선택: D_어금니칫솔 / 종류: D-4 컴팩트 라운드 스파이럴모 / 수량: 12개 개별 박스포장
152,닥터스 칫솔 사용해보니 너무좋아요~,22.04.30.,5,0,0,선택: B_치과칫솔 / 종류: B-4 슬림 미세모(부드러움) / 수량: 12개 실속패키지
153,한달사용기부드럽고좋아요미세모라부드럽네요,22.05.03.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
154,"한달사용기칫솔모가 빠지지않고 단단해서 좋습니다
아주 강추합니다
다시 재구매합니다",22.05.02.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
155,한달사용기솔 부드럽고 그립감도 좋고 만족합니다.,22.05.06.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
